timestamp,site,url,title,type,length,language,score
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/china,Show all Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All,news,30,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/europe,Show all Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All,news,30,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/india,Show all Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All,news,30,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/middle-east,© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 20,news,22,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/world/united-kingdom,Show all Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All,news,30,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/politics,Show all Show all Show all © 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights R,news,28,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/politics/president-donald-trump-47,News on President Donald Trump and the Trump administration,news,51,en,0.125
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/politics/fact-check,© 2025 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved.  CNN Sans ™ & © 20,news,22,en,0.0
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business,Fear & Greed Index,news,192,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/tech,Fear & Greed Index,news,190,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/media,Fear & Greed Index,news,190,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/financial-calculators,Fear & Greed Index,news,206,en,0.12448979591836735
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/videos,Fear & Greed Index,news,190,en,0.13406593406593406
2025-05-17 10:37:22,https://www.cnn.com,https://www.cnn.com/business/investing,Fear & Greed Index,news,190,en,0.13406593406593406
